Title,Symptoms,Related Diseases,Departments,Synonyms
헌팅톤 병(Huntington disease),"무도증, 자세 불안정, 우울","프리이드라이히 운동실조증 , 척수소뇌성 운동실조증 , Haw River 증후군, 유약 X 증후군, 척수구근 근위축증 , 근긴장성 이영양증 ","신경과, 의학유전학센터, 의학유전학과",무도병
헐러 증후군(Hurler syndrome),,"모르키오 증후군, 뮤코다당질축적증, 마로토-라미 증후군, 헌터 증후군, 슬라이 증후군, 산필리포 증후군","의학유전학센터, 의학유전학과","Mucopolysaccharidosis Ⅰ형,뮤코다당증 제1형,후를러증후군"
헤노호 쉰라인 자반증(Henoch-Schonlein purpura),"혈변, 자반증, 복부 통증, 열, 멍, 몸살, 피부소양감","급성 신부전, 만성 신부전, 면역혈소판감소증, 신증후성 출혈열, 상기도 감염, 사구체신염, 신부전, 혈관염, 신증후군","신장내과, 소아신장과, 류마티스내과","H-S 자반증(HSP),과민성 혈관염,알레르기성 자반증,알레르기성 혈관염"
헤르페스 바이러스 감염(Herpesviral infection),"피부염증, 물집","대상포진, 대상포진 후 신경통, 구순포진","감염내과, 피부과","단순포진,단순포진 바이러스,헤르페스,헤르페스 바이러스"
헬리코박터균 감염(Helicobacter pylori infection),"십이지장궤양, 소화불량, 위궤양, 위염, 무증상","급성 위장염, 위암, 위궤양","가정의학과, 소화기내과, 노년내과, 소아소화기영양과","헬리코박터,헬리코박터균,헬리코박터파일로리감염증"
현훈(Vertigo),"발한, 어지러움, 구토, 오심","메니에르병, 뇌졸중, 이석증, 전정신경염","신경과, 이비인후과","어지러움,어지러움증,어지럼,어지럼증,현기증"
혈관부종(Angioedema),"눈 주변 부종, 호흡곤란, 사지 부종, 입 주변 부종, 목 주변 부종, 복부경련, 얼굴부종","아나필락시스, 알레르기 비염, 음식 알레르기, 약물 알레르기","응급의학과, 피부과, 알레르기내과","거대 두드러기,급성알레르기성혈관부종,비알레르기성약물반응혈관부종,알러지성 혈관부종,알레르기성혈관부종,원발성혈관부종,유전성성혈관부종,혈관신경성부종"
혈관성 치매(Vascular dementia),"언어장애, 인지장애, 감각 이상, 마비","치매, 알츠하이머병","신경과, 정신건강의학과",
혈관염(Vasculitis),"관절통, 열, 위장관 출혈, 혈뇨, 몸살, 복부 통증, 점상 출혈, 반점, 반상출혈, 흑색변","류마티스 관절염, 자가면역 질환, 폐색성 혈전 혈관염 , 전신 홍반성 낭창","신장내과, 혈관외과, 류마티스내과","거대세포 혈관염,과민성 혈관염,다발성 결절성 혈관염,혈관염증"
혈뇨(Hematuria),"옆구리 통증, 진한 소변색, 배뇨 시 통증, 빈뇨, 열, 혈뇨, 하지부종","요관 결석, 신우요관암의 전이, 미세혈관병용혈빈혈, 약물 유발성 자가면역성 용혈성 빈혈, 알포트 증후군, 자가면역 질환, 급성 신우신염, 급성 간질성 신염, 만성 신부전, 급성 신부전, 헤노호 쉰라인 자반증, 신부전, 전신 홍반성 낭창, 면역혈소판감소증, 방광소장 누공, 양성 전립선 비대증, 요관 협착, 만성 전립선염, 요로결석, 용혈빈혈, 신우요관 폐색, 면역글로불린 A 신병증, 전립선암, 혈정액증, 신장 결석, 방광암, 신우요관암","신장내과, 비뇨의학과, 소아신장과","소변에 피,소변에서 피,소변피,요혈"
혈색소침착증(Hemochromatosis),,"윌슨병, 멘케스병","의학유전학센터, 의학유전학과","HHC,Hereditary hemochromatosis,유전성 혈색소증"
혈소판 이상(Disorders of the platelets),"점상 출혈, 반상출혈, 폐색전, 출혈 경향성","다발골수종, 면역혈소판감소증, 용혈빈혈, 신부전",,
혈우병(Hemophilia),,"가족성 적혈구잠식성 림프조직구증, 윌름즈 종양, 본히펠린다우 증후군 ","혈액내과, 의학유전학센터, 의학유전학과","Classic hemophilia,Factor IX deficiency"
혈정액증(Hematospermia),"혈뇨, 배뇨곤란, 회음부 불쾌감, 피가 정액에 나옴",혈뇨,비뇨의학과,"정액피,피정액,혈정액"
협심증(Angina pectoris),"가슴 통증, 호흡곤란, 방사통, 가슴 쓰림","급성 심근경색증, 허혈성 심질환, 불안정형 협심증","심장내과, 심장병원","coronary syndrome,관동맥 증후군,심근허혈"
호모시스틴뇨증(Homocystinuria),,"단풍당밀뇨증, 페닐케톤뇨증","의학유전학센터, 소아내분비대사과, 소아신장과, 의학유전학과, 소아비뇨의학과",호모시스틴요증
호산구 증가증(Eosinophilia),"기침, 체중감소, 피부소양감, 피로감, 전신 부종, 열","부신 기능부전, 곰팡이 감염, 처그 스트라우스 증후군, 아토피성 피부염, 림프종, 백혈병, 류마티스 관절염, 죽상경화증","혈액내과, 알레르기내과","호산구 증가,호산구증가증후군"
호중구감소증(Neutropenia),"구내염, 설사, 열, 온몸이 떨림, 잦은 감염, 오한, 작열감, 발적","골수증식종양, 재생불량빈혈, 판코니범혈구감소증, 범혈구감소증, 골수형성이상증후군","종양내과, 혈액내과, 소아청소년종양혈액과","과립구감소증,중성백혈구감소증"
호지킨 림프종(Hodgkin lymphoma),"체중감소, 발한, 경부 림프절병증, 피부소양감, 피부 긴장도 저하","림프종, 비호지킨 림프종","종양내과, 혈액내과, 방사선종양학과, 소아청소년종양혈액과","림프 육아종증,호지킨 병"
호흡성 산증(Respiratory Acidosis),"호흡곤란, 두통, 불안, 지남력 장애, 발한, 의식 변화, 피부홍조, 온몸이 떨림","폐부종, 천식, 만성 기관지염","호흡기내과, 응급의학과",호흡성산혈증
호흡성 알칼리증(Respiratory Alkalosis),"빈호흡, 어지러움, 실신, 경직, 부정맥","과호흡 증후군, 폐렴, 폐 혈전색전증",응급의학과,호흡성알칼리혈증
혼수(Coma),무의식,"간성 뇌증, 지주막하 출혈, 뇌종양, 뇌동맥 폐쇄, 저혈당증, 점액수종 혼수, 자발성 두개강 내 출혈, 뇌 동정맥 기형, 양성 뇌종양, 외상성 경막하 출혈","신경외과, 응급의학과","Unconsciousness,의식불명,코마,코마상태,혼수상태"
홀트-오람 증후군 (Holt-Oram syndrome),,"루빈스타인 테이비 증후군 , 러셀 실버 증후군 , 대뇌성 거인증 , 트리처 콜린스 증후군 , 바르덴부르크 증후군, 베크위트-위드만 증후군, 엘러스-단로스 증후군 , 코넬리아드랑게 증후군 , ARC 증후군, 연골외배엽 이형성증 , 판코니범혈구감소증, 골덴하 증후군, 누난 증후군 , 마르판 증후군 , 다발성 흑자 증후군, 클리펠-트라우네이-베버 증후군","의학유전학센터, 의학유전학과",
홍역(Measles),"열, 기침, 림프 부종, 식욕부진, 피부소양감, 콧물, 코플릭 반점","백일해, 디프테리아",감염내과,rubeola
홍채염(Iritis),"눈물흘림, 눈부심, 눈의 통증, 눈의 충혈","당뇨망막병증, 각막염, 각막 혼탁과 흉터, 당뇨병, 진균성 각막 궤양, 각막 궤양","안과, 소아안과","홍채모양체염,홍채염증"
화농성 간농양(Pyogenic liver abscess),"황달, 열, 복부 통증, 구토, 근육통, 식욕부진, 오심","아메바성 간농양, 간농양, 간내 담석","감염내과, 소화기내과",
화농성 안구내염(Purulent Endophthalmitis),"눈 주변 부종, 눈의 통증","유리체 출혈, 각막염, 각막 부종, 홍채염, 출혈성 결막염, 결막염, 포도막염, 안구 건조증",안과,"농성 내안구염,화농성 눈속 염증,화농성 눈염증,화농성 안구염"
화상(Burn),"발적, 의식 변화, 환부 통증, 호흡곤란, 감각 이상, 물집",흉터,"성형외과, 응급의학과, 피부과","전기화상,화학물질에 의한 화상,화학화상"
화염상 모반(Nevus flammeus),반점,"오타 모반, 모반, 색소 세포성 모반",피부과,불꽃 모반
황반변성(Macular degeneration),"시야장애, 시력 감소, 글자가 휘어져보임","녹내장, 유리체 출혈, 고콜레스테롤혈증, 노화, 중심장액성 맥락망막병증, 망막 출혈",안과,"노년 황반변성,황반 및 후극부의 변성 퍼가기"
황반천공(Macular hole),"시력 감소, 실명",망막 전막,안과,황반원공
황열(Yellow fever),"황달, 무증상, 서맥, 구토, 근육통, 복부 통증, 열","핵황달, 서맥, 급성 신부전",감염내과,"황열 바이러스,황열병,황열병원체"
회음 괴저(Fournier's gangrene),"청색증, 생식기 부종, 생식기 통증, 오한, 열감, 변실금",회음 열상,"비뇨의학과, 산부인과","Fournier 괴저,푸르니에 괴저"
회음 열상(Perineal laceration),"생식기 출혈, 회음부의 파열","난산, 아두골반 불균형",산부인과,"외음파열,질회음열상,회음부열상"
회전근개 증후군(Rotator cuff syndrome),"어깨 잡음, 어깨 움직임의 제한, 어깨의 통증, 마찰음 , 어깨근육 약화",동결견,"재활의학과, 정형외과","Rotator cuff tear,어깨근육손상,어깨근육파열,회전근개증,회전근개파열"
횡격막 탈장(Diaphragmatic hernia),"호흡곤란, 탈장, 청색증, 복벽이 움푹 들어감, 창백","선천성 기형, 재발성 탈장, 반흔 탈장, 제대 탈장","소아외과, 소아전문응급센터","선천성 가로막 탈장,선천성 횡격막 탈장,태아횡격막탈장,횡격막 허니아,횡격막 헤르니아"
횡단성 척수염(Transverse myelitis),"하지의 근력약화, 감각 이상, 요통, 괄약근 기능 이상, 사지 마비",다발성 경화증,신경과,"가로방향척수염,급성 횡단성 척수염,척수염,횡단척수염"
횡문근육종(Rhabdomyosarcoma),"덩어리가 만져짐, 환부 통증",횡문근융해증,"종양내과, 방사선종양학과, 소아청소년종양혈액과, 정형외과","횡문근육암,횡문근육종양"
횡문근융해증(Rhabdomyolysis),"경직, 근력 약화, 근육통","고칼륨혈증, 악성 고열증, 통풍",신장내과,횡문근융해
효모균증(Cryptococcosis),"경부 강직, 가슴 통증, 호흡곤란, 피부궤양, 두통, 열",후천성 면역결핍증,"감염내과, 호흡기내과, 심장혈관흉부외과",크립토콕쿠스증
"후각장애, 미각장애(Anosmia, Hyposmia)",후각장애,"파킨슨병, 상기도 감염, 비용종, 부비동염, 알츠하이머병",,"후각저하증,미각저하증"
후두 신경통(Occipital Neuralgia),두통,양성 뇌종양,"마취통증의학과, 신경과",
후두개염(Epiglottitis),"호흡곤란, 열, 청색증, 사망, 목소리 변화","상기도 감염, 급성 기관지염, 편도선염, 인후두염","감염내과, 호흡기내과, 이비인후과",
후두암(Larynx  cancer),"기침, 삼키기 곤란 , 체중감소, 천명음, 목의 이물감, 객혈, 목의 통증, 목소리 변화, 경부 림프절병증","성대와 후두 용종, 인후두염, 광선 각화증, 성대와 후두 결절, 백반증, 위식도 역류성 질환","종양내과, 방사선종양학과, 이비인후과, 암병원","성문상부암,성문암,성문하부암"
후비루(Postnasal drip),"콧물, 환부의 분비물, 삼키기 곤란 , 목의 통증, 기침, 헛기침, 목의 이물감","상기도 감염, 알레르기 비염, 만성 기침, 부비동염, 편도선염, 비용종, 비중격 만곡","호흡기내과, 이비인후과, 알레르기내과",후비루증후군
후종인대 골화증(Ossification of posterior longitudinal ligament),"목의 통증, 배뇨장애, 배변장애, 근력 약화, 하지 마비, 감각 이상, 저림, 상지 마비, 보행이상","요추관 협착증, 척추병증, 경추 추간판 탈출증, 요추 전방전위증, 요추 추간판 탈출증, 퇴행성 척추 장애, 강직성 척추염","신경외과, 정형외과","후방인대 골화증,후총인대 골화증"
후천성 면역결핍증(Acquired immunodeficiency syndrome),"구토, 악성종양발생, 발진, 림프 부종","카포시 육종, 폐렴",감염내과,"AIDS,에이즈,후천성 면역결핍 증후군,후천적 면역결핍"
흉곽출구 증후군(Thoracic outlet syndrome),"팔의 통증, 저림, 가슴 통증","손목 수근관 증후군, 회전근개 증후군, 유방암, 협심증, 불안정형 협심증, 동결견","심장내과, 심장혈관흉부외과",
흉막 삼출(Pleural effusion),"기침, 빈호흡, 가슴 통증, 폐기능저하, 호흡곤란","폐 혈전색전증, 비소세포성 폐암, 폐암, 폐결핵, 폐렴, 소세포성 폐암",호흡기내과,흉수
흉부 대동맥류(Thoracic aortic Aneurysm),"성대 이상, 목의 통증, 목 주변 부종, 기침, 요통, 어깨의 통증","죽상경화증, 대동맥판막 기능부전, 복부 대동맥류","심장내과, 심장병원",가슴대동맥류
흉선암(Thymus Cancer),"어지러움, 근력 약화, 호흡곤란, 기침, 가슴 통증, 무증상, 삼키기 곤란 , 두통","비호지킨 림프종, 호지킨 림프종, 자가면역 질환, 중증 근무력증, 림프종","종양내과, 방사선종양학과, 심장혈관흉부외과, 암병원","가슴샘종,흉선암종,흉선종"
흉터(Scar),"피부소양감, 상처가 넓어짐     , 상처보다 넓게 자람, 울퉁불퉁한 상처 , 검붉은 색 피부 ","여드름, 켈로이드, 화상","성형외과, 피부과",반흔
흉통(Chest pain),가슴 통증,"허혈성 심질환, 협심증, 심근병증, 대동맥 박리, 대동맥류, 폐 혈전색전증, 공기가슴증(기흉), 양성 종격동 종양, 악성 종격동 종양, 폐암, 비소세포성 폐암, 소세포성 폐암, 생식선 및 생식 세포의 신생물, 공황 장애, 림프관종, 급성 기관지염, 급성 심근경색증, 오래된 심근경색증, 불안정형 협심증, 대동맥판막 기능부전, 대동맥판막 협착, 심장 판막 질환","심장내과, 노년내과, 응급의학과, 심장병원",가슴통증
흑사병(Yersinia Pestis),"반점, 점상 출혈, 열, 기침, 가슴 통증, 객혈, 호흡곤란",털진드기병,감염내과,페스트
흡수장애 증후군(Malabsorption Syndrome),"설사, 체중감소, 복부팽만감","담관암, 만성 췌장염, 췌장염, 소장암, 셀리악병, 단장 증후군",소화기내과,
